country,continent,year,lifeExp,pop,gdpPercap,total_gdp_usd,iso_alpha,iso_num
"Hong Kong, China",Asia,2007,82.208,6980412,39724.97867,277296717807.812,HKG,344
Hungary,Europe,1952,64.03,9504000,5263.673816,50025955947.26401,HUN,348
Hungary,Europe,1957,66.41,9839000,6040.180011,59429331128.229004,HUN,348
Hungary,Europe,1962,67.96,10063000,7550.359877,75979271442.25099,HUN,348
Hungary,Europe,1967,69.5,10223422,9326.64467,95350224305.46074,HUN,348
Hungary,Europe,1972,69.76,10394091,10168.65611,105693936955.046,HUN,348
Hungary,Europe,1977,69.95,10637171,11674.83737,124187241501.88026,HUN,348
Hungary,Europe,1982,69.39,10705535,12545.99066,134311542120.3031,HUN,348
Hungary,Europe,1987,69.58,10612740,12986.47998,137822135542.9452,HUN,348
Hungary,Europe,1992,69.17,10348684,10535.62855,109029890605.3282,HUN,348
Hungary,Europe,1997,71.04,10244684,11712.7768,119993697078.53119,HUN,348
Hungary,Europe,2002,72.59,10083313,14843.93556,149676048403.31027,HUN,348
Hungary,Europe,2007,73.33800000000002,9956108,18008.94444,179298995810.63953,HUN,348
Iceland,Europe,1952,72.49,147962,7267.688428,1075341715.183736,ISL,352
Iceland,Europe,1957,73.47,165110,9244.001412,1526277073.13532,ISL,352
Iceland,Europe,1962,73.68,182053,10350.15906,1884277507.35018,ISL,352
Iceland,Europe,1967,73.73,198676,13319.89568,2646343594.11968,ISL,352
Iceland,Europe,1972,74.46,209275,15798.06362,3306139764.0755,ISL,352
Iceland,Europe,1977,76.11,221823,19654.96247,4359922739.98281,ISL,352
Iceland,Europe,1982,76.99,233997,23269.6075,5445018346.1775,ISL,352
Iceland,Europe,1987,77.23,244676,26923.20628,6587462419.76528,ISL,352
Iceland,Europe,1992,78.77,259012,25144.39201,6512699263.29412,ISL,352
Iceland,Europe,1997,78.95,271192,28061.099660000003,7609945738.994721,ISL,352
Iceland,Europe,2002,80.5,288030,31163.20196,8975937060.5388,ISL,352
Iceland,Europe,2007,81.757,301931,36180.78919,10924101860.925892,ISL,352
India,Asia,1952,37.37300000000001,372000000,546.5657493,203322458739.6,IND,356
India,Asia,1957,40.249,409000000,590.061996,241335356364.0,IND,356
India,Asia,1962,43.605,454000000,658.3471509,298889606508.6,IND,356
India,Asia,1967,47.19300000000001,506000000,700.7706107000001,354589929014.2001,IND,356
India,Asia,1972,50.651,567000000,724.032527,410526442809.0,IND,356
India,Asia,1977,54.208,634000000,813.3373230000002,515655862782.0001,IND,356
India,Asia,1982,56.596,708000000,855.7235377000002,605852264691.6001,IND,356
India,Asia,1987,58.553,788000000,976.5126756,769491988372.7999,IND,356
India,Asia,1992,60.223,872000000,1164.406809,1015362737448.0,IND,356
India,Asia,1997,61.765,959000000,1458.817442,1399005926878.0,IND,356
India,Asia,2002,62.879,1034172547,1746.769454,1806461015264.9792,IND,356
India,Asia,2007,64.69800000000001,1110396331,2452.210407,2722925438772.817,IND,356
Indonesia,Asia,1952,37.468,82052000,749.6816546,61512879123.2392,IDN,360
Indonesia,Asia,1957,39.918,90124000,858.9002707000002,77407527996.56682,IDN,360
Indonesia,Asia,1962,42.518,99028000,849.2897700999998,84103467353.46278,IDN,360
Indonesia,Asia,1967,45.964,109343000,762.4317721,83366577256.7303,IDN,360
Indonesia,Asia,1972,49.203,121282000,1111.107907,134757389176.774,IDN,360
Indonesia,Asia,1977,52.702,136725000,1382.702056,189049938606.6,IDN,360
Indonesia,Asia,1982,56.159,153343000,1516.872988,232601854598.884,IDN,360
Indonesia,Asia,1987,60.137,169276000,1748.356961,295954872930.236,IDN,360
Indonesia,Asia,1992,62.681,184816000,2383.140898,440442568204.768,IDN,360
Indonesia,Asia,1997,66.041,199278000,3119.335603,621614960294.634,IDN,360
Indonesia,Asia,2002,68.58800000000001,211060000,2873.91287,606568050342.2001,IDN,360
Indonesia,Asia,2007,70.65,223547000,3540.651564,791502035177.5079,IDN,360
Iran,Asia,1952,44.869,17272000,3035.326002,52426150706.544,IRN,364
Iran,Asia,1957,47.181,19792000,3290.257643,65120779270.256,IRN,364
Iran,Asia,1962,49.325,22874000,4187.329802,95780981890.948,IRN,364
Iran,Asia,1967,52.469,26538000,5906.731804999999,156752848641.09,IRN,364
Iran,Asia,1972,55.234,30614000,9613.818607,294317442834.698,IRN,364
Iran,Asia,1977,57.702,35480679,11888.59508,421815425794.4593,IRN,364
Iran,Asia,1982,59.62,43072751,7608.334602,327711901836.6301,IRN,364
Iran,Asia,1987,63.04,51889696,6642.881371,344697094905.25323,IRN,364
Iran,Asia,1992,65.742,60397973,7235.653187999998,437018785886.1878,IRN,364
Iran,Asia,1997,68.042,63327987,8263.590301,523316539155.0541,IRN,364
Iran,Asia,2002,69.45100000000001,66907826,9240.761975,618279294330.7163,IRN,364
Iran,Asia,2007,70.964,69453570,11605.71449,806058303731.2294,IRN,364
Iraq,Asia,1952,45.32,5441766,4129.766056,22473220511.4949,IRQ,368
Iraq,Asia,1957,48.437,6248643,6229.333562,38924881556.85636,IRQ,368
Iraq,Asia,1962,51.457,7240260,8341.737815,60396350632.4319,IRQ,368
Iraq,Asia,1967,54.459,8519282,8931.459811,76089624801.57571,IRQ,368
Iraq,Asia,1972,56.95,10061506,9576.037596,96349359728.37958,IRQ,368
Iraq,Asia,1977,60.413,11882916,14688.23507,174539063525.06412,IRQ,368
Iraq,Asia,1982,62.038,14173318,14517.90711,205766914164.49097,IRQ,368
Iraq,Asia,1987,65.044,16543189,11643.57268,192621823480.4765,IRQ,368
Iraq,Asia,1992,59.46100000000001,17861905,3745.640687,66904278115.328735,IRQ,368
Iraq,Asia,1997,58.81100000000001,20775703,3076.239795,63911044337.70088,IRQ,368
Iraq,Asia,2002,57.04600000000001,24001816,4390.717312,105385189030.63858,IRQ,368
Iraq,Asia,2007,59.545,27499638,4471.061906,122952583890.59003,IRQ,368
Ireland,Europe,1952,66.91,2952156,5210.280328,15381560331.987167,IRL,372
Ireland,Europe,1957,68.9,2878220,5599.077872,16115377912.747839,IRL,372
Ireland,Europe,1962,70.29,2830000,6631.597314,18767420398.62,IRL,372
Ireland,Europe,1967,71.08,2900100,7655.568963,22201915549.5963,IRL,372
Ireland,Europe,1972,71.28,3024400,9530.772896,28824869546.662403,IRL,372
Ireland,Europe,1977,72.03,3271900,11150.98113,36484895159.247,IRL,372
Ireland,Europe,1982,73.1,3480000,12618.32141,43911758506.8,IRL,372
Ireland,Europe,1987,74.36,3539900,13872.86652,49108560194.147995,IRL,372
Ireland,Europe,1992,75.467,3557761,17558.81555,62470069169.98355,IRL,372
Ireland,Europe,1997,76.122,3667233,24521.94713,89927693739.3913,IRL,372
Ireland,Europe,2002,77.783,3879155,34077.04939,132190156526.46545,IRL,372
Ireland,Europe,2007,78.885,4109086,40675.99635,167141167137.8361,IRL,372
Israel,Asia,1952,65.39,1620914,4086.522128,6623900928.584992,ISR,376
Israel,Asia,1957,67.84,1944401,5385.278451,10471140805.402851,ISR,376
Israel,Asia,1962,69.39,2310904,7105.630706,16420430421.018225,ISR,376
Israel,Asia,1967,70.75,2693585,8393.741404,22609255939.69334,ISR,376
Israel,Asia,1972,71.63,3095893,12786.93223,39586973982.33139,ISR,376
Israel,Asia,1977,73.06,3495918,13306.61921,46518849615.38478,ISR,376
Israel,Asia,1982,74.45,3858421,15367.0292,59292468172.8932,ISR,376
Israel,Asia,1987,75.6,4203148,17122.47986,71968316978.59927,ISR,376
Israel,Asia,1992,76.93,4936550,18051.52254,89112243594.837,ISR,376
Israel,Asia,1997,78.26899999999998,5531387,20896.60924,115587232694.21588,ISR,376
Israel,Asia,2002,79.696,6029529,21905.59514,132080421158.88907,ISR,376
Israel,Asia,2007,80.745,6426679,25523.2771,164029908949.7509,ISR,376
Italy,Europe,1952,65.94,47666000,4931.404154999998,235060310452.22992,ITA,380
Italy,Europe,1957,67.81,49182000,6248.656232,307321410802.224,ITA,380
Italy,Europe,1962,69.24,50843200,8243.58234,419130105629.088,ITA,380
Italy,Europe,1967,71.06,52667100,10022.40131,527850812033.90094,ITA,380
Italy,Europe,1972,72.19,54365564,12269.27378,667025988920.1119,ITA,380
Italy,Europe,1977,73.48,56059245,14255.98475,799179741816.5137,ITA,380
Italy,Europe,1982,74.98,56535636,16537.4835,934957147512.0059,ITA,380
Italy,Europe,1987,76.42,56729703,19207.23482,1089620726789.8585,ITA,380
Italy,Europe,1992,77.44,56840847,22013.64486,1251274219399.5964,ITA,380
Italy,Europe,1997,78.82,57479469,24675.02446,1418307303522.8118,ITA,380
Italy,Europe,2002,80.24,57926999,27968.09817,1620107994725.492,ITA,380
Italy,Europe,2007,80.546,58147733,28569.7197,1661264433000.4402,ITA,380
Jamaica,Americas,1952,58.53,1426095,2898.530881,4133580396.739695,JAM,388
Jamaica,Americas,1957,62.61,1535090,4756.525781,7301695161.155291,JAM,388
Jamaica,Americas,1962,65.61,1665128,5246.107524,8735440529.223072,JAM,388
Jamaica,Americas,1967,67.51,1861096,6124.703450999999,11398661093.842295,JAM,388
Jamaica,Americas,1972,69.0,1997616,7433.889293000001,14850056193.92549,JAM,388
Jamaica,Americas,1977,70.11,2156814,6650.195573,14343234914.584421,JAM,388
Jamaica,Americas,1982,71.21,2298309,6068.05135,13946257030.167149,JAM,388
Jamaica,Americas,1987,71.77,2326606,6351.237495,14776827263.291971,JAM,388
Jamaica,Americas,1992,71.766,2378618,7404.923685,17613484765.76733,JAM,388
Jamaica,Americas,1997,72.262,2531311,7121.924704000001,18027806344.406948,JAM,388
Jamaica,Americas,2002,72.047,2664659,6994.774861,18638689786.3374,JAM,388
Jamaica,Americas,2007,72.567,2780132,7320.8802620000015,20353013484.55459,JAM,388
Japan,Asia,1952,63.03,86459025,3216.956347,278134909229.18164,JPN,392
Japan,Asia,1957,65.5,91563009,4317.694365,395341088001.7443,JPN,392
Japan,Asia,1962,68.73,95831757,6576.649461,630251873020.733,JPN,392
Japan,Asia,1967,71.43,100825279,9847.788607,992906033833.7964,JPN,392
Japan,Asia,1972,73.42,107188273,14778.78636,1584112586964.3562,JPN,392
Japan,Asia,1977,75.38,113872473,16610.37701,1891464707591.0457,JPN,392
Japan,Asia,1982,77.11,118454974,19384.10571,2296143737891.302,JPN,392
Japan,Asia,1987,78.67,122091325,22375.94189,2731908393473.104,JPN,392
Japan,Asia,1992,79.36,124329269,26824.89511,3335119600027.9746,JPN,392
Japan,Asia,1997,80.69,125956499,28816.58499,3629636158476.35,JPN,392
Japan,Asia,2002,82.0,127065841,28604.5919,3634666526235.2876,JPN,392
Japan,Asia,2007,82.603,127467972,31656.06806,4035134797102.1743,JPN,392
Jordan,Asia,1952,43.158,607914,1546.907807,940386912.5845981,JOR,400
Jordan,Asia,1957,45.669,746559,1886.080591,1408070439.936369,JOR,400
Jordan,Asia,1962,48.12600000000001,933559,2348.009158,2192005081.533322,JOR,400
Jordan,Asia,1967,51.629,1255058,2741.796252,3441113320.442616,JOR,400
Jordan,Asia,1972,56.528,1613551,2110.856309,3405974308.2432585,JOR,400
Jordan,Asia,1977,61.13399999999999,1937652,2852.351568,5526864720.438336,JOR,400
Jordan,Asia,1982,63.739,2347031,4161.415959,9766972259.667728,JOR,400
Jordan,Asia,1987,65.869,2820042,4448.679912,12545464196.396303,JOR,400
Jordan,Asia,1992,68.015,3867409,3431.593647,13271376154.750624,JOR,400
Jordan,Asia,1997,69.77199999999999,4526235,3645.379572,16499844607.071419,JOR,400
Jordan,Asia,2002,71.263,5307470,3844.917194,20406782659.63918,JOR,400
Jordan,Asia,2007,72.535,6053193,4519.461171,27357170724.069004,JOR,400
Kenya,Africa,1952,42.27,6464046,853.5409189999998,5517327763.298273,KEN,404
Kenya,Africa,1957,44.68600000000001,7454779,944.4383152,7040578918.948341,KEN,404
Kenya,Africa,1962,47.949,8678557,896.9663732,7784373796.899472,KEN,404
Kenya,Africa,1967,50.654,10191512,1056.736457,10769742282.352983,KEN,404
Kenya,Africa,1972,53.559,12044785,1222.359968,14723063007.16688,KEN,404
Kenya,Africa,1977,56.155,14500404,1267.613204,18380903573.734417,KEN,404
Kenya,Africa,1982,58.76600000000001,17661452,1348.225791,23811625092.908535,KEN,404
Kenya,Africa,1987,59.339,21198082,1361.936856,28870449152.310192,KEN,404
Kenya,Africa,1992,59.285,25020539,1341.9217210000004,33575604755.22763,KEN,404
Kenya,Africa,1997,54.407,28263827,1360.4850210000004,38452513269.635376,KEN,404
Kenya,Africa,2002,50.992,31386842,1287.514732,40411021465.956345,KEN,404
Kenya,Africa,2007,54.11,35610177,1463.249282,52106565927.142914,KEN,404
"Korea, Dem. Rep.",Asia,1952,50.056,8865488,1088.277758,9648113404.215904,KOR,410
"Korea, Dem. Rep.",Asia,1957,54.081,9411381,1571.134655,14786546840.508556,KOR,410
"Korea, Dem. Rep.",Asia,1962,56.65600000000001,10917494,1621.693598,17704830126.003414,KOR,410
"Korea, Dem. Rep.",Asia,1967,59.942,12617009,2143.540609,27045071155.618484,KOR,410
"Korea, Dem. Rep.",Asia,1972,63.983,14781241,3701.621503,54714559526.62522,KOR,410
"Korea, Dem. Rep.",Asia,1977,67.15899999999999,16325320,4106.301249,67036681906.324684,KOR,410
"Korea, Dem. Rep.",Asia,1982,69.1,17647518,4106.525293,72469979025.67278,KOR,410
"Korea, Dem. Rep.",Asia,1987,70.64699999999998,19067554,4106.492315,78300763966.84752,KOR,410
"Korea, Dem. Rep.",Asia,1992,69.97800000000001,20711375,3726.063507,77171898567.29211,KOR,410
"Korea, Dem. Rep.",Asia,1997,67.727,21585105,1690.756814,36495163359.65547,KOR,410
"Korea, Dem. Rep.",Asia,2002,66.66199999999999,22215365,1646.758151,36583333391.19012,KOR,410
"Korea, Dem. Rep.",Asia,2007,67.297,23301725,1593.06548,37121173721.953,KOR,410
"Korea, Rep.",Asia,1952,47.453,20947571,1030.592226,21588403826.183044,KOR,410
"Korea, Rep.",Asia,1957,52.681,22611552,1487.593537,33636798616.73942,KOR,410
"Korea, Rep.",Asia,1962,55.292,26420307,1536.344387,40590690362.266815,KOR,410
"Korea, Rep.",Asia,1967,57.716,30131000,2029.228142,61142673146.602,KOR,410
"Korea, Rep.",Asia,1972,62.612,33505000,3030.87665,101549522158.25,KOR,410
"Korea, Rep.",Asia,1977,64.766,36436000,4657.22102,169690505084.72,KOR,410
"Korea, Rep.",Asia,1982,67.123,39326000,5622.942464,221127835339.26398,KOR,410
"Korea, Rep.",Asia,1987,69.81,41622000,8533.088805,355164222241.70996,KOR,410
"Korea, Rep.",Asia,1992,72.244,43805450,12104.27872,530233376255.024,KOR,410
"Korea, Rep.",Asia,1997,74.64699999999998,46173816,15993.52796,738482217215.8954,KOR,410
"Korea, Rep.",Asia,2002,77.045,47969150,19233.98818,922638064104.647,KOR,410
"Korea, Rep.",Asia,2007,78.623,49044790,23348.139730000006,1145104609948.507,KOR,410
Kuwait,Asia,1952,55.565,160000,108382.3529,17341176464.0,KWT,414
Kuwait,Asia,1957,58.033,212846,113523.1329,24162944745.2334,KWT,414
Kuwait,Asia,1962,60.47,358266,95458.11176,34199395867.80816,KWT,414
Kuwait,Asia,1967,64.624,575003,80894.88326,46514800559.14978,KWT,414
Kuwait,Asia,1972,67.712,841934,109347.867,92063687054.778,KWT,414
Kuwait,Asia,1977,69.343,1140357,59265.47714,67583801714.93898,KWT,414
Kuwait,Asia,1982,71.309,1497494,31354.03573,46952480381.46062,KWT,414
Kuwait,Asia,1987,74.17399999999998,1891487,28118.42998,53185644767.58026,KWT,414
Kuwait,Asia,1992,75.19,1418095,34932.91959,49538198605.98105,KWT,414
Kuwait,Asia,1997,76.156,1765345,40300.61996,71144497943.28621,KWT,414
Kuwait,Asia,2002,76.904,2111561,35110.10566,74137129817.53526,KWT,414
Kuwait,Asia,2007,77.58800000000002,2505559,47306.98978,118530454006.18703,KWT,414
Lebanon,Asia,1952,55.928,1439529,4834.804067,6959840663.764443,LBN,422
Lebanon,Asia,1957,59.489,1647412,6089.786934000002,10032388072.51481,LBN,422
Lebanon,Asia,1962,62.094,1886848,5714.560611,10782507259.744127,LBN,422
Lebanon,Asia,1967,63.87,2186894,6006.983042,13136635172.651548,LBN,422
Lebanon,Asia,1972,65.421,2680018,7486.384341,20063644788.798138,LBN,422
Lebanon,Asia,1977,66.09899999999999,3115787,8659.696836,26981770825.54993,LBN,422
Lebanon,Asia,1982,66.983,3086876,7640.519520999998,23585336336.90639,LBN,422
Lebanon,Asia,1987,67.926,3089353,5377.091329,16611733228.520136,LBN,422
Lebanon,Asia,1992,69.292,3219994,6890.806854,22188356725.038876,LBN,422
Lebanon,Asia,1997,70.265,3430388,8754.96385,30032922931.4738,LBN,422
Lebanon,Asia,2002,71.028,3677780,9313.93883,34254617950.197395,LBN,422
Lebanon,Asia,2007,71.993,3921278,10461.05868,41020719258.59304,LBN,422
Lesotho,Africa,1952,42.13800000000001,748747,298.8462121,223760204.7712387,LSO,426
Lesotho,Africa,1957,45.047,813338,335.9971151000001,273279221.60120386,LSO,426
Lesotho,Africa,1962,47.747,893143,411.8006266,367796847.0434038,LSO,426
Lesotho,Africa,1967,48.492,996380,498.6390265,496833953.22407,LSO,426
Lesotho,Africa,1972,49.767,1116779,496.5815922000001,554571893.955524,LSO,426
Lesotho,Africa,1977,52.208,1251524,745.3695408,932847869.1801791,LSO,426
Lesotho,Africa,1982,55.078,1411807,797.2631074,1125581635.8690717,LSO,426
Lesotho,Africa,1987,57.18,1599200,773.9932140999998,1237769947.9887197,LSO,426
Lesotho,Africa,1992,59.685,1803195,977.4862725,1762598359.1406376,LSO,426
Lesotho,Africa,1997,55.558,1982823,1186.147994,2351921523.907062,LSO,426
Lesotho,Africa,2002,44.593,2046772,1275.184575,2610012082.9419,LSO,426
Lesotho,Africa,2007,42.592,2012649,1569.331442,3158513357.4098577,LSO,426
Liberia,Africa,1952,38.48,863308,575.5729961000002,496896772.1170989,LBR,430
Liberia,Africa,1957,39.486,975950,620.9699901,606035661.8380951,LBR,430
Liberia,Africa,1962,40.502,1112796,634.1951625,705729840.04935,LBR,430
Liberia,Africa,1967,41.536,1279406,713.6036482999998,912988789.2569096,LBR,430
Liberia,Africa,1972,42.614,1482628,803.0054535,1190558369.5117981,LBR,430
Liberia,Africa,1977,43.764,1703617,640.3224382999998,1090864191.369331,LBR,430
Liberia,Africa,1982,44.852,1956875,572.1995694,1119723032.3696249,LBR,430
Liberia,Africa,1987,46.027,2269414,506.1138573,1148581873.3506222,LBR,430
Liberia,Africa,1992,40.802,1912974,636.6229191000001,1217843092.0424037,LBR,430
Liberia,Africa,1997,42.221,2200725,609.1739508,1340624342.8743298,LBR,430
Liberia,Africa,2002,43.753,2814651,531.4823679,1495937378.2921028,LBR,430
Liberia,Africa,2007,45.678,3193942,414.5073415,1323912407.325193,LBR,430
Libya,Africa,1952,42.723,1019729,2387.54806,2434651995.6757402,LBY,434
Libya,Africa,1957,45.289,1201578,3448.284395,4143382666.77531,LBY,434
Libya,Africa,1962,47.808,1441863,6757.030816,9742712723.450209,LBY,434
Libya,Africa,1967,50.227,1759224,18772.75169,33025475319.088562,LBY,434
Libya,Africa,1972,52.773,2183877,21011.49721,45886525492.48317,LBY,434
Libya,Africa,1977,57.442,2721783,21951.21176,59746434997.768074,LBY,434
Libya,Africa,1982,62.155,3344074,17364.275380000006,58067421827.098145,LBY,434
Libya,Africa,1987,66.234,3799845,11770.5898,44726416798.581,LBY,434
Libya,Africa,1992,68.755,4364501,9640.138501,42074394127.753,LBY,434
Libya,Africa,1997,71.555,4759670,9467.446056,45061918969.36153,LBY,434
Libya,Africa,2002,72.737,5368585,9534.677467,51187726429.174194,LBY,434
Libya,Africa,2007,73.952,6036914,12057.49928,72790086208.42192,LBY,434
Madagascar,Africa,1952,36.681,4762912,1443.011715,6872937813.51408,MDG,450
Madagascar,Africa,1957,38.865,5181679,1589.20275,8234738516.41725,MDG,450
Madagascar,Africa,1962,40.848,5703324,1643.38711,9372769145.75364,MDG,450
Madagascar,Africa,1967,42.881,6334556,1634.047282,10350964014.476791,MDG,450
Madagascar,Africa,1972,44.851000000000006,7082430,1748.562982,12384074920.60626,MDG,450
Madagascar,Africa,1977,46.881,8007166,1544.228586,12364894630.047276,MDG,450
Madagascar,Africa,1982,48.969,9171477,1302.878658,11949321645.637867,MDG,450
Madagascar,Africa,1987,49.35,10568642,1155.441948,12211452300.194614,MDG,450
Madagascar,Africa,1992,52.214,12210395,1040.67619,12707067346.995049,MDG,450
Madagascar,Africa,1997,54.978,14165114,986.2958956,13970993798.906097,MDG,450
Madagascar,Africa,2002,57.286,16473477,894.6370822,14737783396.96881,MDG,450
Madagascar,Africa,2007,59.44300000000001,19167654,1044.770126,20025792284.704403,MDG,450
Malawi,Africa,1952,36.256,2917802,369.1650802,1077150609.3377204,MWI,454
Malawi,Africa,1957,37.207,3221238,416.3698064,1341226242.4283233,MWI,454
Malawi,Africa,1962,38.41,3628608,427.9010856,1552685302.4168448,MWI,454
Malawi,Africa,1967,39.487,4147252,495.5147806,2055024664.8729112,MWI,454
Malawi,Africa,1972,41.76600000000001,4730997,584.6219709,2765844790.461987,MWI,454
Malawi,Africa,1977,43.767,5637246,663.2236766,3738755018.0186434,MWI,454
Malawi,Africa,1982,45.642,6502825,632.8039209,4115013156.9265423,MWI,454
Malawi,Africa,1987,47.457,7824747,635.5173633999998,4972762582.712058,MWI,454
Malawi,Africa,1992,49.42,10014249,563.2000145,5640025182.00661,MWI,454
Malawi,Africa,1997,47.495,10419991,692.2758102999999,7213507712.843706,MWI,454
Malawi,Africa,2002,45.00899999999999,11824495,665.4231186000002,7868292338.770109,MWI,454
Malawi,Africa,2007,48.303,13327079,759.3499101,10119916240.545597,MWI,454
Malaysia,Asia,1952,48.463,6748378,1831.132894,12357176936.945932,MYS,458
Malaysia,Asia,1957,52.102,7739235,1810.0669920000007,14008533816.831125,MYS,458
Malaysia,Asia,1962,55.737,8906385,2036.884944,18141281511.967438,MYS,458
Malaysia,Asia,1967,59.371,10154878,2277.742396,23130196146.80769,MYS,458
Malaysia,Asia,1972,63.01,11441462,2849.09478,32597809659.76836,MYS,458
Malaysia,Asia,1977,65.256,12845381,3827.921571,49171111017.61355,MYS,458
Malaysia,Asia,1982,68.0,14441916,4920.355951,71059367334.44211,MYS,458
Malaysia,Asia,1987,69.5,16331785,5249.802653,85738648221.2256,MYS,458
Malaysia,Asia,1992,70.693,18319502,7277.912802,133327738132.0646,MYS,458
Malaysia,Asia,1997,71.938,20476091,10132.90964,207482379883.41724,MYS,458
Malaysia,Asia,2002,73.044,22662365,10206.97794,231314259623.22812,MYS,458
Malaysia,Asia,2007,74.241,24821286,12451.6558,309066109785.3588,MYS,458
Mali,Africa,1952,33.685,3838168,452.3369807,1736145324.5393577,MLI,466
Mali,Africa,1957,35.30699999999999,4241884,490.3821867,2080144351.6477427,MLI,466
Mali,Africa,1962,36.936,4690372,496.1743428,2327242244.5875216,MLI,466
Mali,Africa,1967,38.487,5212416,545.0098873,2840818256.7207165,MLI,466
Mali,Africa,1972,39.977,5828158,581.3688761,3388309666.1932235,MLI,466
Mali,Africa,1977,41.714,6491649,686.3952693,4455837163.556076,MLI,466
Mali,Africa,1982,43.916,6998256,618.0140640999998,4325020632.172208,MLI,466
Mali,Africa,1987,46.364,7634008,684.1715576,5222971144.090861,MLI,466
Mali,Africa,1992,48.38800000000001,8416215,739.014375,6219703868.090625,MLI,466
Mali,Africa,1997,49.903,9384984,790.2579846,7416558541.343246,MLI,466
Mali,Africa,2002,51.81800000000001,10580176,951.4097518,10066082622.160316,MLI,466
Mali,Africa,2007,54.467,12031795,1042.581557,12544127564.604815,MLI,466
Mauritania,Africa,1952,40.543,1022556,743.1159097,759877632.1591932,MRT,478
Mauritania,Africa,1957,42.338,1076852,846.1202613,911146295.6214277,MRT,478
Mauritania,Africa,1962,44.24800000000001,1146757,1055.896036,1210856170.555252,MRT,478
Mauritania,Africa,1967,46.289,1230542,1421.145193,1748778848.0846062,MRT,478
Mauritania,Africa,1972,48.437,1332786,1586.851781,2114933837.791866,MRT,478
Mauritania,Africa,1977,50.852,1456688,1497.492223,2181378951.337424,MRT,478
Mauritania,Africa,1982,53.599,1622136,1481.150189,2402627042.983704,MRT,478
Mauritania,Africa,1987,56.145,1841240,1421.603576,2617513368.27424,MRT,478
Mauritania,Africa,1992,58.333,2119465,1361.369784,2885375609.24556,MRT,478
Mauritania,Africa,1997,60.43,2444741,1483.136136,3625883720.260776,MRT,478
Mauritania,Africa,2002,62.247,2828858,1579.019543,4466822066.371894,MRT,478
Mauritania,Africa,2007,64.164,3270065,1803.151496,5896422596.76724,MRT,478
Mauritius,Africa,1952,50.986,516556,1967.955707,1016559328.1850921,MUS,480
Mauritius,Africa,1957,58.089,609816,2034.037981,1240388905.421496,MUS,480
Mauritius,Africa,1962,60.246,701016,2529.0674870000007,1772916773.4667926,MUS,480
Mauritius,Africa,1967,61.557,789309,2475.387562,1953845681.1746578,MUS,480
Mauritius,Africa,1972,62.944,851334,2575.484158,2192597230.1667724,MUS,480
Mauritius,Africa,1977,64.93,913025,3710.982963,3388220219.793075,MUS,480
Mauritius,Africa,1982,66.711,992040,3688.037739,3658680958.59756,MUS,480
Mauritius,Africa,1987,68.74,1042663,4783.586903,4987669071.042689,MUS,480
Mauritius,Africa,1992,69.745,1096202,6058.253846000001,6641069982.492893,MUS,480
Mauritius,Africa,1997,70.736,1149818,7425.705295000002,8538209610.886312,MUS,480
Mauritius,Africa,2002,71.954,1200206,9021.815894,10828037566.874163,MUS,480
Mauritius,Africa,2007,72.801,1250882,10956.99112,13705902966.167841,MUS,480
Mexico,Americas,1952,50.789,30144317,3478.125529,104845718511.96869,MEX,484
Mexico,Americas,1957,55.19,35015548,4131.546641,144668369722.17426,MEX,484
Mexico,Americas,1962,58.299,41121485,4581.609385,188402581601.13672,MEX,484
Mexico,Americas,1967,60.11,47995559,5754.733883,276201669610.82556,MEX,484
Mexico,Americas,1972,62.361,55984294,6809.406690000002,381219826098.527,MEX,484
Mexico,Americas,1977,65.032,63759976,7674.929108,489353295727.78143,MEX,484
Mexico,Americas,1982,67.405,71640904,9611.147541,688551298314.6171,MEX,484
Mexico,Americas,1987,69.498,80122492,8688.156003,696116709845.1195,MEX,484
Mexico,Americas,1992,71.455,88111030,9472.384295,834621536788.2738,MEX,484
Mexico,Americas,1997,73.67,95895146,9767.29753,936636422664.7893,MEX,484
Mexico,Americas,2002,74.902,102479927,10742.44053,1100884521316.2412,MEX,484
Mexico,Americas,2007,76.195,108700891,11977.57496,1301973070171.2893,MEX,484
Mongolia,Asia,1952,42.244,800663,786.5668575,629774979.8265225,MNG,496
Mongolia,Asia,1957,45.24800000000001,882134,912.6626085,805090717.486539,MNG,496
Mongolia,Asia,1962,48.25100000000001,1010280,1056.353958,1067213276.6882399,MNG,496
Mongolia,Asia,1967,51.253,1149500,1226.04113,1409334278.9350002,MNG,496
Mongolia,Asia,1972,53.754,1320500,1421.741975,1877410277.9875,MNG,496
Mongolia,Asia,1977,55.49100000000001,1528000,1647.511665,2517397824.12,MNG,496
Mongolia,Asia,1982,57.489,1756032,2000.603139,3513123131.384448,MNG,496
Mongolia,Asia,1987,60.222,2015133,2338.008304,4711397687.664432,MNG,496
Mongolia,Asia,1992,61.271,2312802,1785.402016,4129281353.408832,MNG,496
Mongolia,Asia,1997,63.625,2494803,1902.2521,4745744245.8363,MNG,496
Mongolia,Asia,2002,65.033,2674234,2140.739323,5724837882.703582,MNG,496
Mongolia,Asia,2007,66.803,2874127,3095.7722710000007,8897642669.932419,MNG,496
Montenegro,Europe,1952,59.164,413834,2647.585601,1095660939.604234,MNE,499
Montenegro,Europe,1957,61.448,442829,3682.259903,1630611470.585587,MNE,499
